dteday,hum,weathersit,holiday,season,atemp,temp,hr,casual,registered,cnt
2011-10-07,0.88,1,0,4,0.4242,0.42,2,0,5,5
2012-09-01,0.79,1,0,3,0.6364,0.68,6,13,23,36
2011-04-23,1.0,3,0,2,0.3333,0.32,3,0,4,4
2011-04-10,0.72,1,0,2,0.4848,0.5,14,148,133,281
2012-12-18,0.5,1,0,4,0.3485,0.36,21,9,159,168
2011-06-23,0.74,1,0,3,0.6667,0.7,23,15,90,105
2011-10-29,0.93,3,0,4,0.2273,0.26,11,1,26,27
2011-02-09,0.42,1,0,1,0.1364,0.1,8,1,198,199
2011-11-05,0.5,1,0,4,0.3636,0.36,18,52,185,237
2011-01-22,0.38,2,0,1,0.1061,0.06,12,10,60,70
2011-03-03,0.23,1,0,1,0.303,0.26,16,6,65,71
2012-12-16,0.87,2,0,4,0.3333,0.34,3,1,37,38
2012-08-26,0.89,1,0,3,0.5758,0.64,14,125,252,377
2011-01-15,0.36,2,0,1,0.3182,0.32,15,21,108,129
2011-08-11,0.57,1,0,3,0.6212,0.64,4,1,4,5
2011-02-06,0.46,1,0,1,0.3636,0.34,17,24,97,121
2011-01-22,0.33,1,0,1,0.1364,0.1,14,11,64,75
2012-01-09,0.93,2,0,1,0.2576,0.2,21,1,78,79
2011-10-02,0.87,1,0,4,0.303,0.32,5,0,7,7
2011-12-11,0.59,1,0,4,0.2121,0.18,5,0,6,6
2012-08-27,0.83,1,0,3,0.6061,0.66,7,15,418,433
2012-12-18,0.77,1,0,4,0.4394,0.44,10,22,162,184
2011-06-05,0.51,1,0,2,0.6667,0.72,16,138,260,398
2011-12-26,0.46,1,1,1,0.3182,0.34,17,30,67,97
2012-03-14,0.68,1,0,1,0.5,0.52,9,26,325,351
2011-01-07,0.69,2,0,1,0.197,0.2,1,2,5,7
2012-11-27,0.81,2,0,4,0.2424,0.26,23,3,64,67
2011-04-24,0.94,1,0,2,0.4848,0.5,4,0,5,5
2011-09-08,0.94,3,0,3,0.5455,0.62,7,7,172,179
2012-05-14,0.94,3,0,2,0.5,0.52,7,3,72,75
2011-12-23,0.62,1,0,1,0.4091,0.4,10,8,96,104
2012-06-15,0.5,1,0,2,0.6212,0.66,11,106,180,286
2011-08-15,0.55,3,0,3,0.6818,0.74,15,49,133,182
2012-04-09,0.41,1,0,2,0.4545,0.46,1,4,12,16
2011-06-08,0.75,1,0,2,0.7424,0.76,22,37,139,176
2012-05-09,0.94,2,0,2,0.5303,0.56,7,17,401,418
2011-06-21,0.83,2,0,3,0.5758,0.64,10,41,120,161
2012-09-05,0.79,1,0,3,0.697,0.72,22,38,181,219
2012-03-22,0.83,1,0,2,0.5,0.52,1,14,16,30
2011-07-27,0.28,1,0,3,0.7273,0.84,14,20,107,127
2012-05-28,0.62,1,1,2,0.7121,0.76,12,233,292,525
2011-02-14,0.4,1,0,1,0.3939,0.38,8,7,249,256
2011-12-04,0.81,1,0,4,0.303,0.26,5,2,2,4
2011-04-24,0.78,1,0,2,0.5758,0.6,10,118,171,289
2012-06-19,0.58,1,0,2,0.7121,0.76,14,61,166,227
2011-05-03,0.83,1,0,2,0.5152,0.54,3,0,2,2
2012-07-25,0.33,1,0,3,0.6667,0.76,11,79,202,281
2011-05-04,0.62,1,0,2,0.3485,0.36,23,8,49,57
2011-05-24,0.88,3,0,2,0.5606,0.62,22,26,115,141
2012-12-20,0.66,2,0,4,0.3333,0.34,17,25,450,475
2011-04-22,0.87,3,0,2,0.3333,0.34,13,3,37,40
2012-07-13,0.36,2,0,3,0.7121,0.8,16,111,381,492
2011-08-01,0.43,1,0,3,0.697,0.78,18,68,475,543
2012-05-19,0.41,1,0,2,0.6364,0.68,20,118,197,315
2011-11-15,0.68,1,0,4,0.5152,0.54,5,2,26,28
2012-10-13,0.31,1,0,4,0.4848,0.5,16,294,343,637
2011-01-02,0.39,1,0,1,0.2727,0.3,20,5,17,22
2012-12-29,0.7,2,0,1,0.2424,0.26,7,1,17,18
2011-01-20,0.49,2,0,1,0.303,0.3,16,8,83,91
2012-03-11,0.6,1,0,1,0.2424,0.24,3,15,51,66
2011-01-12,0.47,1,0,1,0.1818,0.2,17,0,139,139
2011-07-05,0.66,1,0,3,0.7273,0.76,20,59,225,284
2012-08-02,0.52,1,0,3,0.7727,0.82,17,90,775,865
2012-12-19,0.75,1,0,4,0.2727,0.26,3,0,5,5
2011-01-23,0.46,1,0,1,0.1061,0.14,10,7,51,58
2012-06-21,0.7,1,0,3,0.697,0.74,0,16,53,69
2012-06-23,0.62,1,0,3,0.6818,0.72,9,85,247,332
2011-10-02,0.87,3,0,4,0.3182,0.34,1,1,23,24
2012-02-06,0.75,1,0,1,0.2424,0.22,10,20,96,116
2011-07-31,0.55,1,0,3,0.7576,0.8,19,87,187,274
2012-04-11,0.49,1,0,2,0.2879,0.3,3,0,2,2
2012-11-01,0.54,2,0,4,0.4091,0.4,16,31,313,344
2011-07-05,0.46,1,0,3,0.7576,0.82,17,79,466,545
2012-12-07,0.66,2,0,4,0.3485,0.36,13,23,197,220
2011-07-04,0.83,1,1,3,0.6061,0.66,7,17,19,36
2012-02-04,0.93,3,0,1,0.2273,0.24,20,4,73,77
2011-06-24,0.38,1,0,3,0.7121,0.8,11,56,147,203
2012-09-06,0.84,2,0,3,0.6667,0.7,7,21,461,482
2012-12-28,0.6,2,0,1,0.2121,0.24,9,18,173,191
2011-09-19,0.77,1,0,3,0.4848,0.5,6,6,107,113
2011-05-03,0.65,2,0,2,0.6212,0.66,11,20,120,140
2011-07-06,0.7,2,0,3,0.697,0.74,13,33,107,140
2011-05-15,0.78,3,0,2,0.5303,0.56,17,137,255,392
2011-07-25,0.79,1,0,3,0.7121,0.74,3,2,2,4
2011-05-07,0.43,1,0,2,0.5303,0.56,20,82,137,219
2011-01-23,0.43,1,0,1,0.1364,0.14,11,22,77,99
2011-12-02,0.8,1,0,4,0.2727,0.22,6,3,84,87
2011-02-06,0.6,1,0,1,0.2576,0.26,5,0,1,1
2012-12-16,0.93,1,0,4,0.3485,0.36,19,10,99,109
2012-12-13,0.6,1,0,4,0.2273,0.24,8,24,655,679
2011-09-15,0.67,1,0,3,0.4394,0.44,23,8,61,69
2012-07-15,0.79,2,0,3,0.697,0.72,9,58,163,221
2012-02-21,0.69,1,0,1,0.2273,0.2,8,5,459,464
2011-02-06,0.52,1,0,1,0.2879,0.3,10,15,74,89
2012-07-05,0.35,1,0,3,0.8485,0.92,17,114,575,689
2011-05-22,0.61,1,0,2,0.6212,0.66,19,107,193,300
2012-05-12,0.36,1,0,2,0.6212,0.66,14,257,358,615
2012-12-27,0.87,2,0,1,0.2273,0.24,3,0,1,1
2012-01-30,0.26,2,0,1,0.2879,0.32,0,0,10,10
2011-01-13,0.5,1,0,1,0.1212,0.14,2,0,2,2
2011-09-10,0.94,2,0,3,0.5455,0.62,1,16,67,83
2012-11-24,0.44,1,0,4,0.2273,0.24,23,9,48,57
2011-11-10,0.62,2,0,4,0.3333,0.36,20,8,160,168
2011-11-27,0.72,1,0,4,0.4697,0.48,22,13,53,66
2012-03-18,0.94,2,0,1,0.4091,0.4,5,0,6,6
2012-10-14,0.82,1,0,4,0.4091,0.4,6,4,20,24
2012-03-22,0.73,1,0,2,0.5909,0.6,14,96,161,257
2011-07-31,0.62,1,0,3,0.6818,0.74,1,8,71,79
2012-12-01,0.81,1,0,4,0.2879,0.26,4,0,5,5
2011-06-15,0.27,1,0,2,0.6667,0.76,15,33,131,164
2011-06-16,0.61,2,0,2,0.6364,0.68,11,33,117,150
2012-05-20,0.63,1,0,2,0.4848,0.5,6,4,21,25
2011-11-01,0.81,1,0,4,0.3182,0.34,4,1,7,8
2012-11-01,0.5,2,0,4,0.4091,0.4,18,50,628,678
2012-08-18,0.37,1,0,3,0.6667,0.76,16,287,354,641
2011-05-28,0.65,1,0,2,0.6515,0.7,20,68,128,196
2011-12-08,0.45,1,0,4,0.303,0.32,14,16,121,137
2012-05-21,0.88,3,0,2,0.5455,0.58,0,12,28,40
2011-09-19,0.68,2,0,3,0.5303,0.56,21,19,181,200
2012-06-08,0.6,1,0,2,0.5152,0.54,3,0,8,8
2011-05-06,0.81,1,0,2,0.3636,0.36,6,8,74,82
2012-09-29,0.41,1,0,4,0.6212,0.62,16,275,447,722
2011-07-25,0.66,1,0,3,0.803,0.8,9,11,124,135
2011-02-24,0.87,3,0,1,0.3182,0.34,22,5,50,55
2011-10-15,0.31,1,0,4,0.6212,0.62,15,166,211,377
2012-04-27,0.4,1,0,2,0.4091,0.4,23,11,105,116
2012-09-29,0.43,1,0,4,0.6212,0.6,15,271,456,727
2011-06-27,0.83,2,0,3,0.5606,0.6,4,1,8,9
2012-01-28,0.8,1,0,1,0.2727,0.22,9,13,145,158
2011-12-20,0.61,2,0,4,0.3636,0.34,3,1,1,2
2011-12-18,0.59,1,0,4,0.2121,0.2,7,1,11,12
2011-10-11,0.94,2,0,4,0.5,0.52,2,1,4,5
2012-06-09,0.51,1,0,2,0.6515,0.7,10,168,298,466
2012-05-23,0.73,1,0,2,0.6061,0.64,11,46,151,197
2011-08-29,0.53,1,0,3,0.6212,0.64,21,34,168,202
2011-08-21,0.89,1,0,3,0.5909,0.66,5,0,8,8
2012-12-18,0.88,2,0,4,0.4394,0.44,2,2,5,7
2012-05-22,0.61,1,0,2,0.6515,0.7,15,54,191,245
2011-12-25,0.61,1,0,1,0.2727,0.28,22,2,15,17
2011-03-21,0.94,1,0,2,0.4545,0.46,21,12,79,91
2012-11-16,0.65,2,0,4,0.3182,0.3,5,2,34,36
2012-07-11,0.58,2,0,3,0.6515,0.7,23,20,132,152
2012-12-04,0.49,2,0,4,0.6212,0.6,15,56,244,300
2011-03-28,0.3,1,0,2,0.2273,0.24,10,22,47,69
2011-07-28,0.47,1,0,3,0.803,0.86,16,42,214,256
2011-07-19,0.7,2,0,3,0.7273,0.76,8,31,381,412
2011-03-19,0.35,1,0,1,0.4242,0.42,20,39,69,108
2011-10-23,0.77,1,0,4,0.4242,0.42,23,18,31,49
2012-08-24,0.78,2,0,3,0.5909,0.64,7,13,412,425
2011-01-05,0.47,1,0,1,0.2273,0.22,20,7,82,89
2012-02-15,0.57,1,0,1,0.303,0.34,10,12,108,120
2011-06-22,0.56,2,0,3,0.7879,0.82,15,32,114,146
2011-03-18,0.53,2,0,1,0.6212,0.6,23,26,60,86
2011-11-03,0.82,1,0,4,0.4091,0.4,22,21,116,137
2011-10-28,0.75,3,0,4,0.2879,0.3,22,4,32,36
2012-11-13,0.81,2,0,4,0.3333,0.36,4,0,9,9
2012-02-15,0.61,1,0,1,0.303,0.32,9,5,226,231
2012-10-17,0.76,1,0,4,0.3939,0.38,0,1,48,49
2012-07-19,0.41,1,0,3,0.7879,0.86,18,93,684,777
2012-07-08,0.5,1,0,3,0.8182,0.86,9,70,172,242
2011-02-13,0.59,1,0,1,0.2273,0.2,1,1,23,24
2012-10-09,0.77,2,0,4,0.4697,0.48,21,16,209,225
2011-08-27,0.84,1,0,3,0.6667,0.7,2,18,59,77
2011-12-24,0.56,1,0,1,0.2727,0.26,20,5,19,24
2011-02-22,0.55,1,0,1,0.2273,0.22,13,3,52,55
2011-10-30,0.87,1,0,4,0.303,0.26,23,7,30,37
2012-07-18,0.42,1,0,3,0.8485,0.9,11,47,136,183
2012-09-16,0.72,1,0,3,0.4848,0.5,6,9,26,35
2012-02-28,0.26,1,0,1,0.4242,0.42,19,15,291,306
2012-12-26,0.7,2,0,1,0.2121,0.24,3,0,2,2
2011-04-16,0.83,3,0,2,0.5,0.52,15,16,62,78
2012-11-22,0.35,1,1,4,0.4394,0.44,17,66,43,109
2011-06-27,0.62,1,0,3,0.6818,0.72,19,56,340,396
2011-11-22,0.94,3,0,4,0.4545,0.46,19,5,106,111
2012-07-30,0.83,1,0,3,0.6061,0.66,6,6,155,161
2011-05-30,0.74,1,1,2,0.697,0.72,22,26,80,106
2011-12-23,0.66,1,0,1,0.3182,0.32,22,4,43,47
2011-12-21,0.87,2,0,1,0.3788,0.36,6,1,75,76
2012-10-24,0.61,2,0,4,0.6061,0.62,20,45,396,441
2012-03-17,0.64,1,0,1,0.5455,0.58,19,155,262,417
2012-01-12,0.93,3,0,1,0.3485,0.36,6,1,88,89
2012-03-14,0.43,1,0,1,0.5303,0.56,23,19,72,91
2012-05-25,0.83,1,0,2,0.5758,0.62,0,10,63,73
2011-06-15,0.47,1,0,2,0.6212,0.64,10,27,108,135
2011-02-07,0.75,1,0,1,0.2727,0.22,1,1,4,5
2011-06-19,0.65,1,0,2,0.6515,0.7,0,18,71,89
2011-05-26,0.74,1,0,2,0.6667,0.7,10,49,94,143
2012-05-23,0.83,1,0,2,0.5455,0.58,7,16,452,468
2012-03-06,0.41,1,0,1,0.2727,0.26,12,9,129,138
2012-10-08,0.58,3,1,4,0.4242,0.42,15,76,294,370
2012-06-16,0.37,2,0,2,0.6515,0.72,17,244,349,593
2012-09-27,0.69,2,0,4,0.6061,0.64,20,45,412,457
2012-12-05,0.49,1,0,4,0.2727,0.3,23,5,69,74
2011-12-31,0.62,2,0,1,0.4091,0.4,2,1,27,28
2012-09-10,0.5,1,0,3,0.6212,0.62,10,42,168,210
2011-08-03,0.52,2,0,3,0.697,0.76,4,0,7,7
2012-09-28,0.83,1,0,4,0.5606,0.6,8,31,674,705
2011-08-15,0.78,1,0,3,0.5909,0.64,9,52,170,222
2012-04-20,0.82,1,0,2,0.4545,0.46,1,3,22,25
2011-05-20,0.53,2,0,2,0.6212,0.6,16,61,269,330
2012-02-18,0.44,1,0,1,0.4394,0.44,16,186,218,404
2011-07-05,0.74,1,0,3,0.6212,0.66,6,3,91,94
2012-08-08,0.84,1,0,3,0.6667,0.7,3,1,6,7
2011-11-20,0.64,2,0,4,0.5152,0.54,18,22,123,145
2011-01-05,0.28,1,0,1,0.2879,0.3,15,7,55,62
2012-11-07,0.53,2,0,4,0.2879,0.32,16,23,250,273
2011-09-22,0.94,2,0,3,0.5152,0.6,3,5,7,12
2011-02-24,0.69,1,0,1,0.2121,0.2,5,1,3,4
2011-12-05,0.87,1,0,4,0.3182,0.3,4,0,7,7
2012-01-25,0.49,1,0,1,0.3333,0.34,13,63,149,212
2011-04-20,0.88,1,0,2,0.4394,0.44,0,4,29,33
2011-11-07,0.93,1,0,4,0.3485,0.36,10,28,95,123
2012-04-24,0.31,1,0,2,0.4545,0.46,11,27,157,184
2011-04-15,0.55,1,1,2,0.5,0.52,11,41,95,136
2011-11-16,0.94,2,0,4,0.4545,0.46,3,2,3,5
2012-09-12,0.36,1,0,3,0.6364,0.68,12,88,264,352
2011-06-02,0.24,1,0,2,0.6364,0.7,20,51,286,337
2011-01-23,0.37,1,0,1,0.1212,0.16,12,24,92,116
2011-03-17,0.42,2,0,1,0.5,0.52,13,26,85,111
2012-06-05,0.82,3,0,2,0.4697,0.48,5,1,35,36
2012-12-24,0.8,1,0,1,0.197,0.18,5,0,9,9
2011-09-03,0.69,2,0,3,0.6061,0.64,1,17,57,74
2012-02-27,0.6,1,0,1,0.2273,0.24,7,2,278,280
2012-11-13,0.53,1,0,4,0.3182,0.34,13,30,188,218
2011-07-20,0.75,1,0,3,0.7424,0.76,23,26,73,99
2012-10-03,0.58,2,0,4,0.6667,0.72,16,42,436,478
2011-04-26,0.65,1,0,2,0.6364,0.68,11,40,132,172
2011-06-08,0.89,1,0,2,0.5758,0.64,6,13,103,116
2011-02-21,0.75,3,1,1,0.197,0.22,21,1,33,34
2011-03-27,0.34,1,0,2,0.3333,0.34,16,45,98,143
2011-03-01,0.65,1,0,1,0.2121,0.24,2,0,4,4
2012-03-04,0.37,1,0,1,0.3333,0.36,13,108,256,364
2012-11-22,0.75,1,1,4,0.2576,0.24,2,3,15,18
2012-10-22,0.35,1,0,4,0.5455,0.58,12,52,231,283
2011-01-14,0.5,1,0,1,0.1364,0.12,0,0,14,14
2011-10-02,0.81,1,0,4,0.3636,0.36,23,6,19,25
2012-12-29,0.75,2,0,1,0.2424,0.24,1,6,31,37
2011-09-10,0.94,1,0,3,0.5455,0.58,6,0,6,6
2011-09-08,1.0,3,0,3,0.5152,0.62,22,5,65,70
2012-10-10,0.4,1,0,4,0.6212,0.6,16,92,474,566
2012-05-22,0.78,2,0,2,0.5909,0.62,12,76,178,254
2012-04-01,0.62,2,0,2,0.4394,0.44,13,190,274,464
2012-08-01,0.79,1,0,3,0.6364,0.68,0,3,44,47
2011-09-16,0.71,1,0,3,0.4091,0.4,7,16,283,299
2011-01-14,0.55,1,0,1,0.1818,0.18,10,4,40,44
2012-04-07,0.24,1,0,2,0.4394,0.44,11,251,244,495
2011-09-26,0.89,2,0,4,0.5758,0.64,9,44,161,205
2012-02-06,0.8,1,0,1,0.2121,0.18,9,8,269,277
2012-05-16,0.88,2,0,2,0.5455,0.58,1,7,14,21
2011-06-09,0.35,1,0,2,0.8485,0.92,12,40,100,140
2012-08-15,0.83,1,0,3,0.5758,0.64,4,0,4,4
2012-09-22,0.54,1,0,3,0.6667,0.72,18,171,427,598
2012-09-03,0.94,2,1,3,0.5909,0.66,0,42,62,104
2012-01-13,0.3,1,0,1,0.2424,0.28,16,18,215,233
2011-04-17,0.34,1,0,2,0.4848,0.5,13,181,162,343
2012-09-16,0.64,1,0,3,0.5152,0.54,1,35,82,117
2012-12-28,0.6,1,0,1,0.2424,0.24,17,43,228,271
2012-10-26,0.83,2,0,4,0.5152,0.54,19,72,399,471
2011-04-14,0.35,1,0,2,0.5303,0.56,14,36,101,137
2011-03-11,0.49,2,0,1,0.303,0.34,16,18,95,113
2011-09-30,0.52,1,0,4,0.5152,0.54,20,28,202,230
2012-08-13,0.73,1,0,3,0.5909,0.62,6,4,155,159
2011-08-09,0.64,1,0,3,0.6667,0.72,6,6,95,101
2011-08-01,0.83,1,0,3,0.6061,0.66,6,3,97,100
2011-07-21,0.79,2,0,3,0.7576,0.76,8,23,358,381
2012-02-03,0.56,1,0,1,0.2727,0.3,1,3,19,22
2011-06-05,0.58,1,0,2,0.6515,0.7,18,124,239,363
2012-12-07,0.7,2,0,4,0.2273,0.24,1,2,26,28
2012-02-05,0.93,2,0,1,0.2576,0.24,1,5,46,51
2012-12-12,0.65,2,0,4,0.2576,0.26,8,18,670,688
2012-09-29,0.41,1,0,4,0.6212,0.62,12,191,491,682
2011-04-16,0.87,2,0,2,0.3485,0.36,4,1,4,5
2011-05-18,0.83,1,0,2,0.5,0.52,22,14,103,117
2011-07-19,0.7,2,0,3,0.697,0.74,7,28,287,315
2012-01-20,0.47,1,0,1,0.197,0.22,9,21,242,263
2012-09-16,0.64,1,0,3,0.5152,0.54,0,28,123,151
2011-07-05,0.52,1,0,3,0.697,0.76,10,55,84,139
2011-06-15,0.34,1,0,2,0.6364,0.7,12,33,178,211
2011-12-02,0.49,1,0,4,0.3333,0.34,21,9,102,111
2012-12-21,0.56,2,0,1,0.2273,0.26,18,7,236,243
2012-10-20,0.46,1,0,4,0.5303,0.56,12,267,436,703
2011-04-11,0.54,2,0,2,0.6667,0.72,14,60,85,145
2011-06-08,0.35,1,0,2,0.8485,0.92,17,80,426,506
2012-10-11,0.51,1,0,4,0.4394,0.44,0,1,41,42
2011-06-24,0.74,1,0,3,0.6667,0.7,8,27,439,466
2012-05-28,0.63,1,1,2,0.7879,0.8,14,238,227,465
2011-10-09,0.68,1,0,4,0.5303,0.56,10,155,210,365
2011-05-15,1.0,2,0,2,0.5,0.52,1,4,43,47
2011-03-27,0.33,1,0,2,0.2879,0.3,18,32,105,137
2011-01-04,0.74,1,0,1,0.1515,0.12,7,2,92,94
2012-12-25,0.76,1,1,1,0.3333,0.32,12,62,52,114
2012-02-09,0.36,1,0,1,0.3333,0.34,16,15,223,238
2012-12-24,0.93,3,0,1,0.2576,0.24,21,13,9,22
2012-11-02,0.43,1,0,4,0.4091,0.4,13,64,230,294
2012-03-23,0.88,1,0,2,0.5,0.52,3,4,6,10
2011-11-12,0.36,1,0,4,0.4848,0.5,14,191,244,435
2011-05-01,0.72,2,0,2,0.4848,0.5,15,113,153,266
2011-06-01,0.79,1,0,2,0.6667,0.7,2,0,3,3
2012-06-30,0.62,1,0,3,0.7424,0.78,23,33,119,152
2011-08-29,0.39,2,0,3,0.6364,0.7,13,48,170,218
2012-09-19,0.4,1,0,3,0.5455,0.58,18,85,807,892
2012-04-25,0.76,1,0,2,0.3636,0.36,8,20,634,654
2011-07-19,0.66,1,0,3,0.697,0.74,0,25,26,51
2011-09-09,0.89,1,0,3,0.5909,0.66,21,49,154,203
2011-06-22,0.74,1,0,3,0.697,0.72,8,27,396,423
2012-12-17,0.87,2,0,4,0.3939,0.38,1,1,14,15
2011-09-16,0.45,2,0,3,0.5152,0.54,15,38,165,203
2011-06-22,0.7,1,0,3,0.697,0.74,10,31,104,135
2011-05-20,0.77,1,0,2,0.4848,0.5,7,30,289,319
2012-11-25,0.6,1,0,4,0.2879,0.24,22,3,59,62
2011-10-06,0.67,1,0,4,0.4545,0.46,2,2,8,10
2012-03-22,0.61,1,0,2,0.6212,0.66,19,117,469,586
2011-05-18,0.69,1,0,2,0.5909,0.6,17,78,487,565
2011-04-26,0.83,1,0,2,0.5303,0.56,2,17,9,26
2012-01-03,0.46,1,0,1,0.0758,0.1,23,0,18,18
2011-02-13,0.32,1,0,1,0.4091,0.4,18,17,78,95
2012-03-09,0.66,3,0,1,0.4091,0.4,4,0,1,1
2011-10-17,0.51,2,0,4,0.4848,0.5,8,33,381,414
2012-09-18,0.88,2,0,3,0.5455,0.6,21,21,186,207
2011-07-02,0.69,1,0,3,0.6061,0.62,6,11,21,32
2012-03-23,0.73,2,0,2,0.5909,0.62,11,131,187,318
2011-01-05,0.37,1,0,1,0.197,0.22,10,4,53,57
2012-07-17,0.29,1,0,3,0.8333,0.94,14,54,160,214
2012-08-25,0.74,2,0,3,0.6212,0.66,8,29,133,162
2011-03-07,0.75,1,0,1,0.1667,0.2,7,3,88,91
2011-01-27,0.8,1,0,1,0.197,0.18,23,0,16,16
2012-12-14,0.57,1,0,4,0.3333,0.34,17,40,582,622
2011-08-03,0.49,2,0,3,0.7424,0.8,0,11,32,43
2011-03-25,0.6,1,0,2,0.2273,0.24,0,1,17,18
2011-02-25,0.56,3,0,1,0.5303,0.56,14,14,71,85
2011-09-03,0.73,1,0,3,0.5909,0.62,6,4,19,23
2012-01-10,0.38,1,0,1,0.4242,0.42,12,13,127,140
2012-03-12,0.54,1,0,1,0.3939,0.38,9,21,260,281
2011-08-24,0.73,1,0,3,0.5303,0.56,5,1,26,27
2012-06-22,0.58,1,0,3,0.6818,0.74,7,19,340,359
2012-10-28,0.94,3,0,4,0.4242,0.42,20,4,51,55
2011-08-24,0.68,1,0,3,0.5455,0.58,3,0,1,1
2011-07-16,0.54,1,0,3,0.6667,0.72,10,114,208,322
2011-02-23,0.54,1,0,1,0.1515,0.12,7,2,94,96
2011-09-02,0.65,1,0,3,0.6061,0.64,0,6,58,64
2012-03-10,0.44,1,0,1,0.2121,0.22,7,4,36,40
2011-02-21,0.87,2,1,1,0.2121,0.24,18,2,64,66
2011-04-08,0.93,2,0,2,0.2727,0.3,22,9,42,51
2012-06-02,0.38,1,0,2,0.6212,0.64,16,275,369,644
2011-08-15,0.51,1,0,3,0.6667,0.74,17,59,471,530
2012-06-03,0.63,1,0,2,0.5,0.52,3,16,34,50
2011-04-19,0.67,2,0,2,0.4697,0.48,6,2,63,65
2012-10-30,0.87,3,0,4,0.2879,0.3,15,10,114,124
2012-10-11,0.47,1,0,4,0.4394,0.44,1,1,10,11
2011-02-12,0.8,1,0,1,0.197,0.12,3,3,7,10
2011-10-10,0.94,1,1,4,0.4545,0.46,5,2,19,21
2011-10-05,0.77,1,0,4,0.4697,0.48,0,7,36,43
2012-08-12,0.54,1,0,3,0.6212,0.66,8,35,84,119
2012-06-07,0.77,1,0,2,0.5,0.52,8,20,661,681
2011-05-08,0.49,1,0,2,0.6212,0.6,14,126,240,366
2012-09-16,0.6,1,0,3,0.5455,0.58,9,70,226,296
2012-08-27,0.55,1,0,3,0.7576,0.8,15,77,205,282
2012-12-31,0.69,1,0,1,0.1515,0.14,8,9,187,196
2012-05-30,0.89,3,0,2,0.5758,0.64,1,0,4,4
2011-04-01,0.93,3,0,2,0.2273,0.24,6,2,26,28
2012-08-14,0.46,1,0,3,0.7576,0.82,15,84,199,283
2011-09-20,0.88,2,0,3,0.5152,0.54,2,1,4,5
2011-02-07,0.86,1,0,1,0.2576,0.2,4,1,1,2
2011-01-17,0.44,2,1,1,0.197,0.2,1,1,15,16
2011-08-11,0.54,1,0,3,0.6212,0.66,7,15,292,307
2011-09-26,0.62,1,0,4,0.6818,0.72,15,52,157,209
2012-02-05,0.6,1,0,1,0.2727,0.26,22,9,182,191
2011-09-24,0.83,2,0,4,0.5758,0.62,12,141,266,407
2011-11-18,0.52,1,0,4,0.2727,0.26,22,9,88,97
2011-12-12,0.52,2,0,4,0.3182,0.3,13,13,153,166
2011-12-26,0.56,1,1,1,0.2727,0.28,1,3,7,10
2011-05-24,0.94,2,0,2,0.5152,0.6,1,6,9,15
2012-11-25,0.41,2,0,4,0.2576,0.26,12,37,165,202
2011-11-09,0.48,1,0,4,0.5,0.52,14,26,153,179
2012-03-22,0.78,1,0,2,0.5455,0.58,21,66,308,374
2011-07-15,0.65,1,0,3,0.6061,0.64,7,17,257,274
2011-08-13,0.73,1,0,3,0.6061,0.64,6,3,19,22
2012-11-28,0.45,1,0,4,0.3182,0.32,11,19,127,146
2011-11-12,0.44,1,0,4,0.4394,0.44,12,142,224,366
2011-03-10,0.0,3,0,1,0.4242,0.42,16,1,20,21
2011-08-20,0.43,1,0,3,0.7273,0.8,15,175,215,390
2012-06-03,0.39,1,0,2,0.6212,0.66,20,84,230,314
2011-05-19,0.94,1,0,2,0.5,0.52,0,6,23,29
2011-09-17,0.72,1,0,3,0.4545,0.46,4,1,4,5
2012-08-05,0.7,1,0,3,0.697,0.74,2,5,68,73
2011-05-26,0.65,1,0,2,0.6515,0.7,23,17,73,90
2011-06-30,0.42,1,0,3,0.6364,0.7,22,43,164,207
2012-10-25,0.64,2,0,4,0.6061,0.6,0,19,57,76
2011-10-28,0.65,1,0,4,0.2727,0.28,7,6,199,205
2011-03-25,0.51,1,0,2,0.2121,0.22,8,9,228,237
2012-02-18,0.81,1,0,1,0.2727,0.26,10,48,157,205
2012-07-07,0.38,1,0,3,0.8788,0.94,11,122,245,367
2011-03-02,0.29,1,0,1,0.3333,0.36,20,9,86,95
2012-10-09,0.82,2,0,4,0.3939,0.38,6,2,141,143
2011-09-01,0.61,1,0,3,0.6364,0.68,10,46,92,138
2011-09-20,0.94,3,0,3,0.5152,0.54,8,13,196,209
2011-12-30,0.7,1,0,1,0.2576,0.24,2,2,10,12
2011-09-18,0.68,2,0,3,0.5152,0.54,19,54,191,245
2011-06-26,0.54,2,0,3,0.6515,0.7,21,48,135,183
2011-08-04,0.89,2,0,3,0.6364,0.68,4,0,7,7
2011-03-15,0.5,2,0,1,0.3485,0.36,12,32,70,102
2012-07-12,0.65,1,0,3,0.6364,0.68,8,49,653,702
2012-07-15,0.41,1,0,3,0.7879,0.86,16,152,343,495
2012-12-02,0.93,2,0,4,0.303,0.26,5,1,7,8
2012-09-15,0.43,1,0,3,0.6212,0.6,20,89,241,330
2011-08-17,0.65,1,0,3,0.6515,0.7,22,29,142,171
2012-12-10,1.0,2,0,4,0.3788,0.36,1,0,4,4
2012-02-06,0.65,1,0,1,0.303,0.3,22,4,83,87
2011-09-28,0.7,1,0,4,0.6515,0.7,15,35,146,181
2011-10-14,0.43,1,0,4,0.6212,0.6,16,80,264,344
2011-12-06,0.94,3,0,4,0.4545,0.46,11,4,28,32
2012-08-09,0.32,1,0,3,0.7727,0.88,14,86,161,247
